article_global_id,db_id,article_id,article_year,Authors,Author.s..ID,Title,Source.title,Volume,Issue,Page.start,Page.end,Index.Keywords,Funding.Details,Funding.Text.1,Funding.Text.2,Funding.Text.3,PubMed.ID,Open.Access,citations_2016,citations_2021,nb_authors
10.1093/nar/gkl889,MBDC0243,1518,2007,"Cole J.R., Chai B., Farris R.J., Wang Q., Kulam-Syed-Mohideen A.S., McGarrell D.M., Bandela A.M., Cardenas E., Garrity G.M., Tiedje J.M.",7403376690;7101621758;7102208081;57001826300;15760424400;7801384056;36480815100;19638366700;6701707225;7102334551;,The ribosomal database project (RDP-II): Introducing myRDP space and quality controlled public data,Nucleic Acids Research,35,SUPPL. 1,D169,D172,"ribosome DNA; article; bacterial genetics; computer program; high throughput screening; information processing; Internet; medical research; priority journal; quality control; ribosome; RNA sequence; sequence analysis; sequence database; videorecording; Databases, Nucleic Acid; Internet; Quality Control; RNA, Ribosomal; Sequence Analysis, RNA; User-Computer Interface","National Science Foundation, NSF

U.S. Department of Energy, USDOE: DE-FG02-99ER62848

Office of Science, SC

Biological and Environmental Research, BER","We thank Vincent Young, Terrence Marsh, Thomas Schmidt, Bradley Stevenson and Heather Wood for help developing the myRDP Pipeline. We thank several individuals for their past contributions: Robin Gutell (and his colleagues), Chuck Parker, Paul Saxman, Bonnie Maidak, Tim Lilburn, Niels Larsen, Tom Macke, Michael J. McCaughey, Ross Overbeek, Sakti Pramanik, Scott Dawson, Mitch L. Sogin, Gary Olsen and Carl Woese. This research was supported by the Office of Science (BER), U.S. Department of Energy, Grant No. DE-FG02-99ER62848 and the National Science Foundation, Grant No. DBI-0328255. Additional support for the development of the myRDP Pipeline was provided by the Michigan State University Center for Microbial Pathogenesis. Funding to pay the Open Access publication charges for this article was provided by the Office of Science (BER), U.S. Department of Energy.",NA,NA,17090583,"All Open Access, Gold, Green",712,863,10
10.1093/nar/gkn879,MBDC0243,1813,2009,"Cole J.R., Wang Q., Cardenas E., Fish J., Chai B., Farris R.J., Kulam-Syed-Mohideen A.S., McGarrell D.M., Marsh T., Garrity G.M., Tiedje J.M.",7403376690;57001826300;19638366700;36474674100;7101621758;7102208081;15760424400;7801384056;7101898021;6701707225;7102334551;,The Ribosomal Database Project: Improved alignments and new tools for rRNA analysis,Nucleic Acids Research,37,SUPPL. 1,D141,D145,"ribosome RNA; Archaebacterium; article; automation; bacterium; computer interface; information processing; nonhuman; nucleic acid database; nucleic acid structure; nucleotide sequence; priority journal; RNA analysis; RNA sequence; RNA structure; sequence alignment; taxonomy; Computer Graphics; Databases, Nucleic Acid; Internet; RNA, Archaeal; RNA, Bacterial; RNA, Ribosomal; Sequence Alignment; Sequence Analysis, RNA; Software; Archaea; Bacteria (microorganisms)","National Science Foundation, NSF: DBI-0328255

U.S. Department of Energy, USDOE: DE-FG02-04ER63933, DE-FG02-99ER62848

National Institute of Environmental Health Sciences, NIEHS: P42ES004911

Office of Science, SC

Biological and Environmental Research, BER","The Office of Science (BER), U.S. Department of Energy, (DE-FG02-99ER62848, DE-FG02-04ER63933); National Science Foundation (DBI-0328255); National Institute of Environmental Health Sciences Superfund Basic Research Program (P42ES04911). Funding for open access charge: Office of Science (BER), U.S. Department of Energy (DE-FG02-99ER62848).",NA,NA,19004872,"All Open Access, Gold, Green",2421,3513,11
10.1093/nar/gkt1244,MBDC0243,2756,2014,"Cole J.R., Wang Q., Fish J.A., Chai B., McGarrell D.M., Sun Y., Brown C.T., Porras-Alfaro A., Kuske C.R., Tiedje J.M.",7403376690;57001826300;36474674100;7101621758;7801384056;7406432700;22958999700;16836980400;7004230634;7102334551;,Ribosomal Database Project: Data and tools for high throughput rRNA analysis,Nucleic Acids Research,42,D1,D633,D642,"ribosome RNA; oligonucleotide probe; archaeal RNA; bacterial RNA; fungal RNA; RNA 16S; RNA 28S; article; biochemistry; gene cluster; genetic database; high throughput sequencing; human; microbiology; nonhuman; phylogeny; priority journal; RNA gene; sequence alignment; taxonomy; web browser; archaeal gene; archaeon; Bacteria; bacterial gene; classification; computer program; fungal gene; fungus; Internet; microbial gene; nucleic acid database; oligonucleotide probe; amplicon; Article; bacterium; bacterium examination; cluster analysis; computer interface; fungal examination; gene library; gene sequence; high throughput sequencing; microbial population dynamics; online system; process development; Ribosomal Database Project; RNA analysis; RNA sequence; Saccharomyces cerevisiae; validation process; Archaea; Bacteria; Databases, Nucleic Acid; Fungi; Genes, Archaeal; Genes, Bacterial; Genes, Fungal; Genes, Microbial; Genes, rRNA; High-Throughput Nucleotide Sequencing; Internet; Oligonucleotide Probes; Sequence Alignment; Software; Archaea; Bacteria (microorganisms)","U01 HL098961, UH3 DK083993

DE-SC0004601

P42 ES004911

National Science Foundation, NSF: DBI-0328255

National Heart, Lung, and Blood Institute, NHLBI: U01HL098961

National Institute of Diabetes and Digestive and Kidney Diseases, NIDDK: UH3DK083993

National Institute of Environmental Health Sciences, NIEHS: P42ES004911

National Institute of Food and Agriculture, NIFA: 2008-35107-04542

Office of Science, SC

Biological and Environmental Research, BER

Center for Bioenergy Innovation, CBI: DE-FC02-07ER64494","Office of Science (Biological and Environmental Research), US Department of Energy [DE-FG02-99ER62848]. Additional support came from the Office of Science (Biological and Environmental Research), US Department of Energy [DE-SC0004601] and Bioenergy Center [DE-FC02-07ER64494]; the US National Institute of Environmental Health Sciences Superfund Research Program [P42 ES004911]; the National Science Foundation [DBI-0328255]; the US Department of Agriculture National Institute of Food and Agriculture National Research Initiative [2008-35107-04542]; the National Institute of Health Research Project [U01 HL098961] and Human Microbiome Project Demonstration Project [UH3 DK083993]. Funding for open access charge: US Department of Energy.",NA,NA,24288368,"All Open Access, Gold, Green",363,2031,10
10.1093/nar/24.1.82,MBDC0243,121,1996,"Maidak B.L., Olsen G.J., Larsen N., Overbeek R., McCaughey M.J., Woese C.R.",6602500322;7201728472;7102511092;7003786216;6701559359;7005491275;,The Ribosomal Database Project (RDP),Nucleic Acids Research,24,1,82,85,"ribosome rna; computer program; data base; nonhuman; phylogeny; priority journal; ribosome; ribosome subunit; rna structure; short survey; Computer Communication Networks; Databases, Factual; Nucleic Acid Conformation; Phylogeny; RNA, Ribosomal; Software","National Science Foundation, NSF","We thank R. Gutell (and his colleagues) and M. L. Sogin for providing their data collections. The RDP is largely supported by the National Science Foundation, Biological Instrumentation and Resources Division.",NA,NA,8594608,"All Open Access, Bronze, Green",428,465,6
10.1093/nar/25.1.109,MBDC0243,193,1997,"Maidak B.L., Olsen G.J., Larsen N., Overbeek R., McCaughey M.J., Woese C.R.",6602500322;7201728472;7102511092;7003786216;6701559359;7005491275;,The RDP (Ribosomal Database Project),Nucleic Acids Research,25,1,109,110,"ribosome rna; article; computer program; data base; information retrieval; information service; internet; phylogeny; priority journal; ribosome; rna sequence; rna structure; sequence homology; Animals; Base Sequence; Computer Communication Networks; Databases, Factual; Ribosomes; RNA, Ribosomal","National Science Foundation, NSF","providing their data collections. The RDP is largely and currently supported by the National Science Foundation, Biological Instrumentation and Resources Division.",NA,NA,9016515,"All Open Access, Bronze, Green",703,753,6
10.1093/nar/30.1.211,NAR9250,694,2002,"Bono H., Kasukawa T., Hayashizaki Y., Okazaki Y.",7004455274;6603860842;35355246400;7202556083;,READ: RIKEN Expression Array Database,Nucleic Acids Research,30,1,211,213,complementary DNA; article; computer interface; controlled study; data analysis; DNA microarray; factual database; gene expression profiling; information processing; information retrieval; Internet; medical information; mouse; nonhuman; priority journal; RIKEN Expression Array Database,NA,NA,NA,NA,11752296,"All Open Access, Green",32,36,4
10.1093/nar/28.1.306,MBDC0224,476,2000,"Roberts R.J., Macelis D.",7404281937;6602333022;,REBASE - Restriction enzymes and methylases,Nucleic Acids Research,28,1,306,307,DNA methyltransferase; endonuclease; methyltransferase; restriction endonuclease; amino acid sequence; data base; DNA nick translation; gene sequence; isoschizomer; methylation; priority journal; review,"U.S. National Library of Medicine, NLM: R01LM004971",NA,NA,NA,10592256,"All Open Access, Green",57,60,2
10.1093/nar/29.1.268,MBDC0224,609,2001,"Roberts R.J., Macelis D.",7404281937;6602333022;,REBASE - Restriction enzymes and methylases,Nucleic Acids Research,29,1,268,269,DNA methyltransferase; DNA topoisomerase; protein; restriction endonuclease; Archaebacterium; article; bacterial gene; controlled study; crystal structure; data base; DNA methylation; enzyme degradation; enzyme specificity; enzyme subunit; gene sequence; genetic analysis; genome; information; Internet; isoschizomer; molecular recognition; nonhuman; priority journal; Archaea; Bacteria (microorganisms),"U.S. National Library of Medicine, NLM: R01LM004971",NA,NA,NA,11125108,"All Open Access, Bronze, Green",104,115,2
10.1093/nar/gkp874,MBDC0224,1909,2010,"Roberts R.J., Vincze T., Posfai J., Macelis D.",7404281937;6508002539;6603014100;6602333022;,"REBASE-A database for DNA restriction and modification: Enzymes, genes and genomes",Nucleic Acids Research,38,SUPPL.1,D234,D236,"DNA; DNA methyltransferase; endonuclease; restriction endonuclease; DNA methyltransferase; article; DNA methylation; DNA modification; DNA restriction; genetic database; genome; Internet; isomer; priority journal; REBASE database; sensitivity analysis; sequence analysis; archaeal genome; bacterial genome; binding site; biology; computer program; enzyme specificity; genetics; genomics; information retrieval; methodology; protein database; protein tertiary structure; Binding Sites; Computational Biology; Databases, Genetic; Databases, Protein; DNA Modification Methylases; DNA Restriction Enzymes; Genome, Archaeal; Genome, Bacterial; Genomics; Information Storage and Retrieval; Internet; Protein Structure, Tertiary; Software; Substrate Specificity","U.S. National Library of Medicine, NLM: P41LM005800, R01LM004971",NA,NA,NA,19846593,"All Open Access, Gold, Green",282,365,4
10.1093/nar/gku1046,MBDC0224,2806,2015,"Roberts R.J., Vincze T., Posfai J., Macelis D.",7404281937;6508002539;6603014100;6602333022;,"REBASE-a database for DNA restriction and modification: Enzymes, genes and genomes",Nucleic Acids Research,43,D1,D298,D299,"DNA methyltransferase; restriction endonuclease; access to information; Article; DNA methylation; DNA modification; DNA restriction; DNA sequence; DNA structure; genetic database; genome; gold standard; information system; Internet; molecular recognition; online system; open reading frame; priority journal; chemistry; computer program; gene; genetics; genomics; metabolism; Databases, Genetic; DNA Modification Methylases; DNA Restriction Enzymes; Genes; Genomics; Internet; Sequence Analysis, DNA; Software","New England Biolabs, NEB",REBASE is funded completely by New England Biolabs. Funding for open access charge: New England Biolabs Inc. Conflict of interest statement. None declared.,NA,NA,25378308,"All Open Access, Gold, Green",57,360,4
10.1093/nar/gkl891,MBDC0224,1473,2007,"Roberts R.J., Vincze T., Posfai J., Macelis D.",7404281937;6508002539;6603014100;6602333022;,REBASE - Enzymes and genes for DNA restriction and modification,Nucleic Acids Research,35,SUPPL. 1,D269,D270,"DNA; DNA methyltransferase; endonuclease; restriction endonuclease; access to information; article; bioinformatics; DNA cleavage; DNA methylation; DNA modification; DNA restriction; DNA sequence; genome analysis; information processing; Internet; molecular recognition; nonhuman; priority journal; protein database; REBASE; sensitivity analysis; sequence analysis; Databases, Protein; DNA Modification Methylases; DNA Restriction Enzymes; Genome, Archaeal; Genome, Bacterial; Genomics; Internet; Substrate Specificity","U.S. National Library of Medicine, NLM: P41LM005800, R01LM004971","Special thanks are due to the many individuals who have so kindly contributed their unpublished results for inclusion in this compilation and to the REBASE users who continue to guide our efforts with their helpful comments. We are especially grateful to Karen Otto for secretarial help. This database is supported by the National Library of Medicine (LM04971) and New England Biolabs, Inc. Funding to pay the Open Access publication charges for this article was provided by New England Biolabs, Inc.",NA,NA,17202163,"All Open Access, Gold, Green",163,194,4
10.1093/nar/gkg069,MBDC0224,889,2003,"Roberts R.J., Vincze T., Posfai J.P., Macelis D.",7404281937;6508002539;6603014100;6602333022;,REBASE: Restriction enzymes and methyltransferases,Nucleic Acids Research,31,1,418,420,"DNA methyltransferase; DNA topoisomerase; protein subunit; restriction endonuclease; bacterial genome; bioinformatics; commercial phenomena; DNA cleavage; DNA methylation; DNA modification; isoschizomer; nonhuman; nucleic acid database; nucleotide sequence; priority journal; REBASE; review; sequence analysis; Databases, Protein; DNA Methylation; DNA Modification Methylases; DNA Restriction Enzymes; Genome, Archaeal; Genome, Bacterial; Substrate Specificity; Archaea; Bacteria (microorganisms)","U.S. National Library of Medicine, NLM: P41LM005800, R01LM004971",Special thanks are due to the many individuals who have so kindly contributed their unpublished results for inclusion in this compilation and to the REBASE users who continue to steer our efforts with their helpful comments. We are especially grateful to Karen Otto for secretarial help. This database is supported by the National Library of Medicine (LM04971).,NA,NA,12520038,"All Open Access, Green",100,116,4
